"area","value","date","unit","description","name","iso3c"
"Cambodia",31.9708220475419,2003,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",31.1290434828332,2002,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",34.3203002556592,2001,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",35.9187032256315,2000,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",40.9038529945105,1999,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",44.4799589647022,1998,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",44.4472126763912,1997,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",44.4630795625303,1996,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",47.7245602131665,1995,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",45.5577095439047,1994,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",45.294382181872,1993,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Cambodia"
"Cambodia",36.3800010681152,2018,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",38.2099990844727,2017,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",37.5400009155273,2016,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",42.4700012207031,2015,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",46,2014,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",49.5200004577637,2013,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",53.2099990844727,2012,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",56.5499992370605,2011,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",57.310001373291,2010,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",58.0400009155273,2009,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",58.1100006103516,2008,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",58.1300010681152,2007,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",60.0800018310547,2006,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",62.0299987792969,2005,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",63.8699989318848,2004,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",65.9899978637695,2003,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",67.25,2002,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",68.9300003051758,2001,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",73.4800033569336,2000,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",75.379997253418,1999,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",76.75,1998,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",77.3000030517578,1997,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",77.75,1996,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",78.370002746582,1995,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",78.8300018310547,1994,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",77.6900024414063,1993,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",77.7600021362305,1992,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",78.129997253418,1991,"%","Share of total employment, \n modelled","Agricultural jobs","Cambodia"
"Cambodia",106.15,2018,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",105.85,2017,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",103.15,2016,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",98.17,2015,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",98.68,2014,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",99.74,2013,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",99.07,2012,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",95.87,2011,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",83.63,2010,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",77.78,2009,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",74.11,2008,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",68.14,2007,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",64.87,2006,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",59.64,2005,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",46.02,2004,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",48.23,2003,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",40.57,2002,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",42.45,2001,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",41.85,2000,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",40.76,1999,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",36.35,1998,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",35.86,1997,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",35.04,1996,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",34.83,1995,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",26.86,1994,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",27.85,1993,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",26.8,1992,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",26.57,1991,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",26.88,1990,"2004-2006=100","","Food production index","Cambodia"
"Cambodia",7.41186385146233,2018,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",7.77011254207363,2017,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",7.13483939078167,2016,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",7.97743210128303,2015,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",8.01677838178208,2014,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",6.91900173828731,2013,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",6.90584669141713,2012,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",6.56459028257158,2011,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",7.0626781253872,2010,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",8.01761416508479,2009,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",6.95518989044528,2008,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",6.19039613928858,2007,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",6.94416306872132,2006,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",7.45420950149512,2005,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",7.83516537828293,2004,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",7.59680222176926,2003,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",8.95466897463645,2002,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",9.71158691635263,2001,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",9.50621770286955,2000,"%","Food over merchandise imports","Food imports","Cambodia"
"Cambodia",31.5318377520961,2018,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",31.5318377520961,2017,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",31.5318377520961,2016,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",31.5318377520961,2015,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.9030138227963,2014,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.9030138227963,2013,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.9030138227963,2012,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.9030138227963,2011,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.9030138227963,2010,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.3365057783821,2009,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.3365057783821,2008,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.3365057783821,2007,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.3365057783821,2006,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",30.3421708588262,2005,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",29.6283707228643,2004,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",28.8919102651258,2003,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",28.3254022207115,2002,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",27.7022433718559,2001,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",27.0224337185588,2000,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",26.2859732608203,1999,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",26.2293224563789,1998,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.9460684341718,1997,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.9460684341718,1996,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.8894176297303,1995,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.8894176297303,1994,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.6684794924088,1993,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.5778382053025,1992,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.5495128030818,1991,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",25.237933378654,1990,"%","Share of total land","Agricultural land","Cambodia"
"Cambodia",47.4719578518015,2018,"%","Share of total land","Forest land","Cambodia"
"Cambodia",48.35395422615,2017,"%","Share of total land","Forest land","Cambodia"
"Cambodia",49.2359506004985,2016,"%","Share of total land","Forest land","Cambodia"
"Cambodia",50.117946974847,2015,"%","Share of total land","Forest land","Cambodia"
"Cambodia",52.0921255381826,2014,"%","Share of total land","Forest land","Cambodia"
"Cambodia",54.0663041015182,2013,"%","Share of total land","Forest land","Cambodia"
"Cambodia",56.0404826648538,2012,"%","Share of total land","Forest land","Cambodia"
"Cambodia",58.0146612281894,2011,"%","Share of total land","Forest land","Cambodia"
"Cambodia",59.988839791525,2010,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.0974790392024,2009,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.2061182868797,2008,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.314757534557,2007,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.4233967822343,2006,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.5320360299116,2005,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.6406752775889,2004,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.7493145252663,2003,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.8579537729436,2002,"%","Share of total land","Forest land","Cambodia"
"Cambodia",60.9665930206209,2001,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.0752322682982,2000,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.2020111035577,1999,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.3287899388171,1998,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.4555687740766,1997,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.5823476093361,1996,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.7091264445955,1995,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.835905279855,1994,"%","Share of total land","Forest land","Cambodia"
"Cambodia",61.9626841151144,1993,"%","Share of total land","Forest land","Cambodia"
"Cambodia",62.0894629503739,1992,"%","Share of total land","Forest land","Cambodia"
"Cambodia",62.2162417856334,1991,"%","Share of total land","Forest land","Cambodia"
"Cambodia",62.3430206208928,1990,"%","Share of total land","Forest land","Cambodia"
"Cambodia",3623.5,2018,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3554.4,2017,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3466.5,2016,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3387.8,2015,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3274.9,2014,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3253.8,2013,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3177.8,2012,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3021.5,2011,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",3015.7,2010,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2938.6,2009,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2804.8,2008,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2677.3,2007,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2533.1,2006,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2508.7,2005,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2024.8,2004,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2160.6,2003,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1922,2002,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2092.6,2001,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",2133.6,2000,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1933.5,1999,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1777,1998,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1761.4,1997,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1800.9,1996,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1778.9,1995,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1481.1,1994,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1301.2,1993,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1315.9,1992,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1390.6,1991,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",1362.1,1990,"kg","Yield per hectare","Cereal yield","Cambodia"
"Cambodia",94.0018315,2017,"%","Share of total","Water use agriculture","Cambodia"
"Cambodia",94.0018315,2012,"%","Share of total","Water use agriculture","Cambodia"
"Cambodia",94.0018315,2007,"%","Share of total","Water use agriculture","Cambodia"
"Cambodia",14.5,2018,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",15,2017,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",15.4,2016,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",15.7,2015,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",14.7,2014,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",14,2013,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",13.6,2012,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",14.2,2011,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",14.2,2010,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",14.4,2009,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",14.6,2008,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",15,2007,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",15.8,2006,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",17.1,2005,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",18.6,2004,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",19.5,2003,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",21.3,2002,"%","Prevalence in population","Undernourishment","Cambodia"
"Cambodia",23.7,2001,"%","Prevalence in population","Undernourishment","Cambodia"
"China",0.455899678672578,2018,"%","Annual population growth","Population growth","China"
"China",0.559121331017265,2017,"%","Annual population growth","Population growth","China"
"China",0.541478512050099,2016,"%","Annual population growth","Population growth","China"
"China",0.508136747291937,2015,"%","Annual population growth","Population growth","China"
"China",0.506311591779847,2014,"%","Annual population growth","Population growth","China"
"China",0.49370963351136,2013,"%","Annual population growth","Population growth","China"
"China",0.487231117971201,2012,"%","Annual population growth","Population growth","China"
"China",0.47915045424996,2011,"%","Annual population growth","Population growth","China"
"China",0.482959688678361,2010,"%","Annual population growth","Population growth","China"
"China",0.497381400884935,2009,"%","Annual population growth","Population growth","China"
"China",0.51238693163744,2008,"%","Annual population growth","Population growth","China"
"China",0.522271866392275,2007,"%","Annual population growth","Population growth","China"
"China",0.558374367373002,2006,"%","Annual population growth","Population growth","China"
"China",0.588124989556992,2005,"%","Annual population growth","Population growth","China"
"China",0.593932815112141,2004,"%","Annual population growth","Population growth","China"
"China",0.622860936133583,2003,"%","Annual population growth","Population growth","China"
"China",0.669999567758626,2002,"%","Annual population growth","Population growth","China"
"China",0.726380637838525,2001,"%","Annual population growth","Population growth","China"
"China",0.787956592953992,2000,"%","Annual population growth","Population growth","China"
"China",0.865851392993279,1999,"%","Annual population growth","Population growth","China"
"China",0.959550406298151,1998,"%","Annual population growth","Population growth","China"
"China",1.02345002419879,1997,"%","Annual population growth","Population growth","China"
"China",1.04814151412165,1996,"%","Annual population growth","Population growth","China"
"China",1.08650915088974,1995,"%","Annual population growth","Population growth","China"
"China",1.13026063215591,1994,"%","Annual population growth","Population growth","China"
"China",1.14961943083465,1993,"%","Annual population growth","Population growth","China"
"China",1.2255362283362,1992,"%","Annual population growth","Population growth","China"
"China",1.36443400840349,1991,"%","Annual population growth","Population growth","China"
"China",1.46730321087928,1990,"%","Annual population growth","Population growth","China"
"China",59.152,2018,"%","Urban population share","Urban population","China"
"China",57.96,2017,"%","Urban population share","Urban population","China"
"China",56.736,2016,"%","Urban population share","Urban population","China"
"China",55.5,2015,"%","Urban population share","Urban population","China"
"China",54.259,2014,"%","Urban population share","Urban population","China"
"China",53.013,2013,"%","Urban population share","Urban population","China"
"China",51.765,2012,"%","Urban population share","Urban population","China"
"China",50.511,2011,"%","Urban population share","Urban population","China"
"China",49.226,2010,"%","Urban population share","Urban population","China"
"China",47.88,2009,"%","Urban population share","Urban population","China"
"China",46.539,2008,"%","Urban population share","Urban population","China"
"China",45.199,2007,"%","Urban population share","Urban population","China"
"China",43.868,2006,"%","Urban population share","Urban population","China"
"China",42.522,2005,"%","Urban population share","Urban population","China"
"China",41.144,2004,"%","Urban population share","Urban population","China"
"China",39.776,2003,"%","Urban population share","Urban population","China"
"China",38.425,2002,"%","Urban population share","Urban population","China"
"China",37.093,2001,"%","Urban population share","Urban population","China"
"China",35.877,2000,"%","Urban population share","Urban population","China"
"China",34.865,1999,"%","Urban population share","Urban population","China"
"China",33.867,1998,"%","Urban population share","Urban population","China"
"China",32.883,1997,"%","Urban population share","Urban population","China"
"China",31.916,1996,"%","Urban population share","Urban population","China"
"China",30.961,1995,"%","Urban population share","Urban population","China"
"China",30.024,1994,"%","Urban population share","Urban population","China"
"China",29.103,1993,"%","Urban population share","Urban population","China"
"China",28.2,1992,"%","Urban population share","Urban population","China"
"China",27.312,1991,"%","Urban population share","Urban population","China"
"China",26.442,1990,"%","Urban population share","Urban population","China"
"China",76.704,2018,"years","","Life expectancy","China"
"China",76.47,2017,"years","","Life expectancy","China"
"China",76.21,2016,"years","","Life expectancy","China"
"China",75.928,2015,"years","","Life expectancy","China"
"China",75.629,2014,"years","","Life expectancy","China"
"China",75.321,2013,"years","","Life expectancy","China"
"China",75.013,2012,"years","","Life expectancy","China"
"China",74.708,2011,"years","","Life expectancy","China"
"China",74.409,2010,"years","","Life expectancy","China"
"China",74.119,2009,"years","","Life expectancy","China"
"China",73.835,2008,"years","","Life expectancy","China"
"China",73.553,2007,"years","","Life expectancy","China"
"China",73.271,2006,"years","","Life expectancy","China"
"China",72.985,2005,"years","","Life expectancy","China"
"China",72.689,2004,"years","","Life expectancy","China"
"China",72.381,2003,"years","","Life expectancy","China"
"China",72.061,2002,"years","","Life expectancy","China"
"China",71.732,2001,"years","","Life expectancy","China"
"China",71.397,2000,"years","","Life expectancy","China"
"China",71.063,1999,"years","","Life expectancy","China"
"China",70.737,1998,"years","","Life expectancy","China"
"China",70.428,1997,"years","","Life expectancy","China"
"China",70.14,1996,"years","","Life expectancy","China"
"China",69.885,1995,"years","","Life expectancy","China"
"China",69.67,1994,"years","","Life expectancy","China"
"China",69.496,1993,"years","","Life expectancy","China"
"China",69.355,1992,"years","","Life expectancy","China"
"China",69.242,1991,"years","","Life expectancy","China"
"China",69.145,1990,"years","","Life expectancy","China"
"China",9976.677137263,2018,"current US$","","GDP per capita","China"
"China",8879.43866711453,2017,"current US$","","GDP per capita","China"
"China",8147.93770549385,2016,"current US$","","GDP per capita","China"
"China",8066.94263493206,2015,"current US$","","GDP per capita","China"
"China",7678.59948587722,2014,"current US$","","GDP per capita","China"
"China",7050.64627124287,2013,"current US$","","GDP per capita","China"
"China",6316.91831760216,2012,"current US$","","GDP per capita","China"
"China",5618.13226711491,2011,"current US$","","GDP per capita","China"
"China",4550.45310775599,2010,"current US$","","GDP per capita","China"
"China",3832.23643246922,2009,"current US$","","GDP per capita","China"
"China",3468.30460207977,2008,"current US$","","GDP per capita","China"
"China",2693.97006340427,2007,"current US$","","GDP per capita","China"
"China",2099.22943460734,2006,"current US$","","GDP per capita","China"
"China",1753.41782926104,2005,"current US$","","GDP per capita","China"
"China",1508.66809788453,2004,"current US$","","GDP per capita","China"
"China",1288.64325183475,2003,"current US$","","GDP per capita","China"
"China",1148.50829043887,2002,"current US$","","GDP per capita","China"
"China",1053.10824300262,2001,"current US$","","GDP per capita","China"
"China",959.372483635864,2000,"current US$","","GDP per capita","China"
"China",873.287061730612,1999,"current US$","","GDP per capita","China"
"China",828.580479299572,1998,"current US$","","GDP per capita","China"
"China",781.744164343014,1997,"current US$","","GDP per capita","China"
"China",709.413755088002,1996,"current US$","","GDP per capita","China"
"China",609.656679205465,1995,"current US$","","GDP per capita","China"
"China",473.492278719989,1994,"current US$","","GDP per capita","China"
"China",377.3898394789,1993,"current US$","","GDP per capita","China"
"China",366.460692306116,1992,"current US$","","GDP per capita","China"
"China",333.142145400184,1991,"current US$","","GDP per capita","China"
"China",317.884673040928,1990,"current US$","","GDP per capita","China"
"China",6.74977383247717,2018,"%","Annual GDP growth","GDP growth","China"
"China",6.94720079327288,2017,"%","Annual GDP growth","GDP growth","China"
"China",6.84876220503246,2016,"%","Annual GDP growth","GDP growth","China"
"China",7.04132887865481,2015,"%","Annual GDP growth","GDP growth","China"
"China",7.42576365645755,2014,"%","Annual GDP growth","GDP growth","China"
"China",7.766150097539,2013,"%","Annual GDP growth","GDP growth","China"
"China",7.86373644866194,2012,"%","Annual GDP growth","GDP growth","China"
"China",9.55083217886229,2011,"%","Annual GDP growth","GDP growth","China"
"China",10.6358710646812,2010,"%","Annual GDP growth","GDP growth","China"
"China",9.39872563237978,2009,"%","Annual GDP growth","GDP growth","China"
"China",9.65067891955702,2008,"%","Annual GDP growth","GDP growth","China"
"China",14.2308609330803,2007,"%","Annual GDP growth","GDP growth","China"
"China",12.7209556651735,2006,"%","Annual GDP growth","GDP growth","China"
"China",11.3945918097286,2005,"%","Annual GDP growth","GDP growth","China"
"China",10.1136213780461,2004,"%","Annual GDP growth","GDP growth","China"
"China",10.038030481108,2003,"%","Annual GDP growth","GDP growth","China"
"China",9.13363078993316,2002,"%","Annual GDP growth","GDP growth","China"
"China",8.3357334781433,2001,"%","Annual GDP growth","GDP growth","China"
"China",8.49009340575191,2000,"%","Annual GDP growth","GDP growth","China"
"China",7.66165150053656,1999,"%","Annual GDP growth","GDP growth","China"
"China",7.84595178761953,1998,"%","Annual GDP growth","GDP growth","China"
"China",9.23677989162672,1997,"%","Annual GDP growth","GDP growth","China"
"China",9.92255675231162,1996,"%","Annual GDP growth","GDP growth","China"
"China",10.9539543428699,1995,"%","Annual GDP growth","GDP growth","China"
"China",13.0368066319673,1994,"%","Annual GDP growth","GDP growth","China"
"China",13.8837293021031,1993,"%","Annual GDP growth","GDP growth","China"
"China",14.2245295931824,1992,"%","Annual GDP growth","GDP growth","China"
"China",9.26278608406234,1991,"%","Annual GDP growth","GDP growth","China"
"China",3.92025136776569,1990,"%","Annual GDP growth","GDP growth","China"
"China",0.5,2016,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",0.7,2015,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",1.4,2014,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",1.9,2013,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",6.5,2012,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",7.9,2011,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",11.2,2010,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",14.9,2008,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",18.5,2005,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",31.7,2002,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",40.3,1999,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",41.7,1996,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",56.7,1993,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",66.3,1990,"%","<$1.90/day (2011PPP)","Poverty","China"
"China",38.5,2016,"Gini index","","Inequality","China"
"China",38.6,2015,"Gini index","","Inequality","China"
"China",39.2,2014,"Gini index","","Inequality","China"
"China",39.7,2013,"Gini index","","Inequality","China"
"China",42.2,2012,"Gini index","","Inequality","China"
"China",42.4,2011,"Gini index","","Inequality","China"
"China",43.7,2010,"Gini index","","Inequality","China"
"China",43,2008,"Gini index","","Inequality","China"
"China",40.9,2005,"Gini index","","Inequality","China"
"China",42,2002,"Gini index","","Inequality","China"
"China",38.7,1999,"Gini index","","Inequality","China"
"China",35.2,1996,"Gini index","","Inequality","China"
"China",32.2,1990,"Gini index","","Inequality","China"
"China",7.04302025319625,2018,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",7.46356501656873,2017,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",8.0572875346436,2016,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",8.38701488219603,2015,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",8.64349139629661,2014,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",8.94289396230057,2013,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",9.11371387030751,2012,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",9.17765379535199,2011,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",9.32517694053669,2010,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",9.63618551442703,2009,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",10.1690478477936,2008,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",10.2461657566004,2007,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",10.6257605278405,2006,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
"China",11.6414956029627,2005,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","China"
